CityID,ProvinceID,CityCode,ProvinceNameC,CityNameC
411200,410000,411200,河南省,三门峡市
411300,410000,411300,河南省,南阳市
411400,410000,411400,河南省,商丘市
411500,410000,411500,河南省,信阳市
411600,410000,411600,河南省,周口市
411700,410000,411700,河南省,驻马店市
420100,420000,420100,湖北省,武汉市
420200,420000,420200,湖北省,黄石市
420300,420000,420300,湖北省,十堰市
420500,420000,420500,湖北省,宜昌市
420600,420000,420600,湖北省,襄樊市
420700,420000,420700,湖北省,鄂州市
420800,420000,420800,湖北省,荆门市
420900,420000,420900,湖北省,孝感市
421000,420000,421000,湖北省,荆州市
421100,420000,421100,湖北省,黄冈市
421200,420000,421200,湖北省,咸宁市
421300,420000,421300,湖北省,随州市
422800,420000,422800,湖北省,恩施土家族苗族自治州
429000,420000,429000,湖北省,省直辖行政单位
430100,430000,430100,湖南省,长沙市
430200,430000,430200,湖南省,株洲市
430300,430000,430300,湖南省,湘潭市
430400,430000,430400,湖南省,衡阳市
430500,430000,430500,湖南省,邵阳市
430600,430000,430600,湖南省,岳阳市
430700,430000,430700,湖南省,常德市
430800,430000,430800,湖南省,张家界市
430900,430000,430900,湖南省,益阳市
431000,430000,431000,湖南省,郴州市
431100,430000,431100,湖南省,永州市
431200,430000,431200,湖南省,怀化市
431300,430000,431300,湖南省,娄底市
433100,430000,433100,湖南省,湘西土家族苗族自治州
440100,440000,440100,广东省,广州市
440200,440000,440200,广东省,韶关市
440300,440000,440300,广东省,深圳市
440400,440000,440400,广东省,珠海市
440500,440000,440500,广东省,汕头市
440600,440000,440600,广东省,佛山市
440700,440000,440700,广东省,江门市
440800,440000,440800,广东省,湛江市
440900,440000,440900,广东省,茂名市
441200,440000,441200,广东省,肇庆市
441300,440000,441300,广东省,惠州市
441400,440000,441400,广东省,梅州市
441500,440000,441500,广东省,汕尾市
441600,440000,441600,广东省,河源市
441700,440000,441700,广东省,阳江市
441800,440000,441800,广东省,清远市
441900,440000,441900,广东省,东莞市
442000,440000,442000,广东省,中山市
445100,440000,445100,广东省,潮州市
445200,440000,445200,广东省,揭阳市
445300,440000,445300,广东省,云浮市
450100,450000,450100,广西壮族自治区,南宁市
450200,450000,450200,广西壮族自治区,柳州市
450300,450000,450300,广西壮族自治区,桂林市
450400,450000,450400,广西壮族自治区,梧州市
450500,450000,450500,广西壮族自治区,北海市
450600,450000,450600,广西壮族自治区,防城港市
450700,450000,450700,广西壮族自治区,钦州市
450800,450000,450800,广西壮族自治区,贵港市
450900,450000,450900,广西壮族自治区,玉林市
451000,450000,451000,广西壮族自治区,百色市
451100,450000,451100,广西壮族自治区,贺州市
451200,450000,451200,广西壮族自治区,河池市
451300,450000,451300,广西壮族自治区,来宾市
451400,450000,451400,广西壮族自治区,崇左市
460100,460000,460100,海南省,海口市
460200,460000,460200,海南省,三亚市
500100,500000,500100,重庆市,重庆市
510100,510000,510100,四川省,成都市
510300,510000,510300,四川省,自贡市
510400,510000,510400,四川省,攀枝花市
510500,510000,510500,四川省,泸州市
510600,510000,510600,四川省,德阳市
510700,510000,510700,四川省,绵阳市
510800,510000,510800,四川省,广元市
510900,510000,510900,四川省,遂宁市
511000,510000,511000,四川省,内江市
511100,510000,511100,四川省,乐山市
511300,510000,511300,四川省,南充市
511400,510000,511400,四川省,眉山市
511500,510000,511500,四川省,宜宾市
511600,510000,511600,四川省,广安市
511700,510000,511700,四川省,达州市
511800,510000,511800,四川省,雅安市
511900,510000,511900,四川省,巴中市
512000,510000,512000,四川省,资阳市
513200,510000,513200,四川省,阿坝藏族羌族自治州
513300,510000,513300,四川省,甘孜藏族自治州
513400,510000,513400,四川省,凉山彝族自治州
520100,520000,520100,贵州省,贵阳市
520200,520000,520200,贵州省,六盘水市
520300,520000,520300,贵州省,遵义市
520400,520000,520400,贵州省,安顺市
522200,520000,522200,贵州省,铜仁地区
522300,520000,522300,贵州省,黔西南布依族苗族自治州
522400,520000,522400,贵州省,毕节地区
522600,520000,522600,贵州省,黔东南苗族侗族自治州
522700,520000,522700,贵州省,黔南布依族苗族自治州
530100,530000,530100,云南省,昆明市
530300,530000,530300,云南省,曲靖市
530400,530000,530400,云南省,玉溪市
530500,530000,530500,云南省,保山市
530600,530000,530600,云南省,昭通市
530700,530000,530700,云南省,丽江市
530800,530000,530800,云南省,思茅市
530900,530000,530900,云南省,临沧市
532300,530000,532300,云南省,楚雄彝族自治州
532500,530000,532500,云南省,红河哈尼族彝族自治州
532600,530000,532600,云南省,文山壮族苗族自治州
532800,530000,532800,云南省,西双版纳傣族自治州
532900,530000,532900,云南省,大理白族自治州
533100,530000,533100,云南省,德宏傣族景颇族自治州
533300,530000,533300,云南省,怒江傈僳族自治州
533400,530000,533400,云南省,迪庆藏族自治州
540100,540000,540100,西藏自治区,拉萨市
542100,540000,542100,西藏自治区,昌都地区
542200,540000,542200,西藏自治区,山南地区
542300,540000,542300,西藏自治区,日喀则地区
542400,540000,542400,西藏自治区,那曲地区
542500,540000,542500,西藏自治区,阿里地区
542600,540000,542600,西藏自治区,林芝地区
610100,610000,610100,陕西省,西安市
610200,610000,610200,陕西省,铜川市
610300,610000,610300,陕西省,宝鸡市
610400,610000,610400,陕西省,咸阳市
610500,610000,610500,陕西省,渭南市
610600,610000,610600,陕西省,延安市
610700,610000,610700,陕西省,汉中市
610800,610000,610800,陕西省,榆林市
610900,610000,610900,陕西省,安康市
611000,610000,611000,陕西省,商洛市
620100,620000,620100,甘肃省,兰州市
620200,620000,620200,甘肃省,嘉峪关市
620300,620000,620300,甘肃省,金昌市
620400,620000,620400,甘肃省,白银市
620500,620000,620500,甘肃省,天水市
620600,620000,620600,甘肃省,武威市
620700,620000,620700,甘肃省,张掖市
620800,620000,620800,甘肃省,平凉市
620900,620000,620900,甘肃省,酒泉市
621000,620000,621000,甘肃省,庆阳市
621100,620000,621100,甘肃省,定西市
621200,620000,621200,甘肃省,陇南市
622900,620000,622900,甘肃省,临夏回族自治州
623000,620000,623000,甘肃省,甘南藏族自治州
630100,630000,630100,青海省,西宁市
632100,630000,632100,青海省,海东地区
632200,630000,632200,青海省,海北藏族自治州
632300,630000,632300,青海省,黄南藏族自治州
632500,630000,632500,青海省,海南藏族自治州
632600,630000,632600,青海省,果洛藏族自治州
632700,630000,632700,青海省,玉树藏族自治州
632800,630000,632800,青海省,海西蒙古族藏族自治州
640100,640000,640100,宁夏回族自治区,银川市
640200,640000,640200,宁夏回族自治区,石嘴山市
640300,640000,640300,宁夏回族自治区,吴忠市
640400,640000,640400,宁夏回族自治区,固原市
640500,640000,640500,宁夏回族自治区,中卫市
650100,650000,650100,新疆维吾尔自治区,乌鲁木齐市
650200,650000,650200,新疆维吾尔自治区,克拉玛依市
652100,650000,652100,新疆维吾尔自治区,吐鲁番地区
652200,650000,652200,新疆维吾尔自治区,哈密地区
652300,650000,652300,新疆维吾尔自治区,昌吉回族自治州
652700,650000,652700,新疆维吾尔自治区,博尔塔拉蒙古自治州
652800,650000,652800,新疆维吾尔自治区,巴音郭楞蒙古自治州
652900,650000,652900,新疆维吾尔自治区,阿克苏地区
653000,650000,653000,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州
653100,650000,653100,新疆维吾尔自治区,喀什地区
653200,650000,653200,新疆维吾尔自治区,和田地区
654000,650000,654000,新疆维吾尔自治区,伊犁哈萨克自治州
654200,650000,654200,新疆维吾尔自治区,塔城地区
654300,650000,654300,新疆维吾尔自治区,阿勒泰地区
659001,650000,659001,新疆维吾尔自治区,石河子市
